PC1,PC2
-0.7591102840853485,0.27438372728339333
1.1021539093008805,0.13693005100134692
1.4679568089708646,-0.4726142880197107
0.035249457410696315,2.374422709563862
0.030128977908594784,0.3270045939448231
-3.14920656045176,2.6263877111510565
3.656064618472859,0.05187194755354383
-1.2497578243663425,-0.5199366882026271
1.0388532830329273,-1.6503231778670824
-2.6225665433079586,1.4625666590538537
0.27421902822568617,0.3792162504074369
-0.5132155851644685,-0.4447899652278976
-1.6466233675693371,1.157750261607547
0.4624756292152975,-1.479729364831776
0.5123027827471036,-0.49860335225826213
3.6248509610301554,0.8797175118061621
4.111569862996233,-0.42496881212197846
-0.9156525066265258,1.8292676281382843
1.810313476452631,0.2611686316098214
0.9466730727857732,0.23283306138974957
2.6844577446762936,0.342012338566402
3.3209067908576184,-0.07307463346806524
-2.52597082048466,-1.9867275826691266
3.0077255843615887,-0.19691779901082748
-0.5672996350502912,0.643485611399884
2.465038859658185,0.18152144922486746
-3.1211763841703815,-0.7060643824912302
-4.495950093607568,2.6235102061208355
-1.6621839383520594,0.003547145589556018
0.19909885639868732,0.6706694497309723
3.3137852160876533,-0.2560669906104251
-5.792734734444256,-1.6280972273884895
-2.0366747655209956,-2.0661935601766594
0.2955428538272301,-0.16033257784341484
-0.29648112108527114,1.4641715240611424
0.6009927434685659,1.0182890705185568
-4.570758687712438,-0.5984843733674291
0.28470111783825724,-0.05244183968951385
-1.3183690842277005,-1.1893265116774638
1.2573084831333028,0.7619872479318771
-0.7833018158290075,0.5287084675909828
2.319079408891005,1.3100157630319362
1.60749185792069,0.5481341906685131
0.46838848182681697,-1.1600615033028667
-1.768788964020189,1.15359408748783
-1.5939254350277412,-0.8054512178139569
-0.4584042374711704,-1.8760586882397141
3.5414600355087065,-0.32026490262090834
-0.05380041777868288,-0.44504360297822393
-2.3953779041735714,-2.0255329882814
-2.0806541190328187,-1.9057658899279466
-0.18696479492431567,-0.3507948565756387
-2.825285726429239,0.03019175938783988
0.8410681775725503,0.7968000657158208
-0.8904645040604187,-0.046704143758043284
0.13395342017781262,-0.09341239038017031
0.28804315718907214,-0.0859391514918524
-2.3630390702908226,-1.872318030682939
-2.992785917388477,0.936303716855131
1.434762405430525,0.423358114575356
-0.4462560339719606,1.3330774650047512
3.5111548835170314,-0.31828857949038547
-3.929738058615645,-1.6313812640244807
0.3179499656192547,-0.009972876578591706
1.5432274862626756,-0.5792416331045492
-3.3334011822477807,-0.6791826466536388
-0.39687726784340915,-0.038892380512083505
2.723566405661105,-2.4605278916548357
-2.6165103378545,-0.462590112076928
-0.9736868576616474,0.47666887157129684
-4.398749165253452,-1.5933107477115007
-0.05273720175495942,0.8847614482466265
-1.0914751767416018,0.765637571251816
-1.3520332573089955,2.5314067493614307
-3.102365275422854,2.165742470855733
1.5711565674585564,-0.31056831312056005
0.896516091109316,0.16697410478619124
1.4249736644837774,0.6419655525207921
1.6781689682584877,-0.12581527766613534
-1.0492813618912813,-0.8606170621311102
-0.2637414658685306,-0.17449670795245215
0.9980536425227245,-0.7280804249499604
-0.7735216791497078,-0.5988088314666156
-1.2100047533057805,0.16839192595697974
3.676362030653292,-0.3701056516493242
-0.8332115776742977,0.8441708167715809
0.002727619063590723,0.32061415288541645
-0.2810896477690792,-0.9061992670145381
-1.5921055257129564,0.039443617718060216
1.145687508691509,-1.1707019518149664
0.27220008162584675,0.8262564238684152
3.0168432297267915,-0.2630442570135828
0.7448321413998329,-1.1770558115363488
-1.3607469302248878,0.5210815294658856
-1.6997668715140573,0.12795598624888146
-1.3512545987630722,0.5104691108975952
-1.356134851937621,0.058463077149860355
-2.507000606127025,0.8832854123797701
-0.6207211234864297,-0.3152927740319406
2.282319515624419,-0.4776191676918953
-1.4643058446679929,-0.015346445606489791
-0.7432772010292418,-0.3643205596627187
-1.991008080196167,2.403932224620274
-0.24354290272149778,0.4150501481385562
-1.7871627118658087,0.051093429807380124
-0.7179597176121247,-1.4917624087767967
1.2677149989296719,-1.2041959114660041
-1.7998505624679346,-1.9428725114633483
0.1849660331833552,1.8375638694566616
1.4156006760073465,0.16332237912498299
1.1699167735618075,0.5181494970371623
3.6324103554484304,0.009721903988661308
-1.6254095314727244,-0.8713047296905029
-0.0359410102636696,1.018658880708194
1.7790835523124109,0.04176784196568045
2.354040072057312,-1.1035728042288904
1.5936831072121913,1.0805457709424267
0.04146813851326078,-0.2166298270880555
1.1783175395282646,0.16425742915827707
-1.4722925582645858,-0.9232781315181974
3.7825863787773115,0.4254301520309133
0.16739133802275616,-0.9957503000319007
-4.0924958986779885,1.5857176069216752
-0.6133810061066498,-1.219219777196109
2.3448664803309076,0.4229285414881811
-2.081677397297568,0.5716457776842789
0.7310196220769637,-0.6610183406394543
-3.457680516570508,0.05397861119291449
-1.0103061759056131,-1.288486733566523
-2.129173332008325,-1.9197633035028703
